UF,Total,Forca_de_Trabalho,ocupados,Desocupados,Trimestre_ID,Ano,Trimestre,Trimestre_Ano,Taxa_Desocupacao,Nivel_Ocupacao,Taxa_Participacao,Fora_da_Forca
Goiás,5316,3492,3120,372,1,2012,1,T1/2012,10.7,58.7,65.7,1824
Distrito Federal,2305,1574,1384,191,1,2012,1,T1/2012,12.1,60.0,68.3,731
Rondônia,1304,828,762,67,1,2012,1,T1/2012,8.1,58.4,63.5,476
Acre,605,330,291,39,1,2012,1,T1/2012,11.8,48.1,54.5,275
Amazonas,2746,1721,1462,259,1,2012,1,T1/2012,15.0,53.2,62.7,1025
Roraima,355,210,190,20,1,2012,1,T1/2012,9.5,53.5,59.2,145
Pará,6207,3792,3303,489,1,2012,1,T1/2012,12.9,53.2,61.1,2415
Amapá,578,359,298,61,1,2012,1,T1/2012,17.0,51.6,62.1,219
Tocantins,1145,697,606,92,1,2012,1,T1/2012,13.2,52.9,60.9,448
Maranhão,5102,2709,2351,358,1,2012,1,T1/2012,13.2,46.1,53.1,2393
Piauí,2541,1404,1279,125,1,2012,1,T1/2012,8.9,50.3,55.3,1137
Ceará,7053,3920,3426,494,1,2012,1,T1/2012,12.6,48.6,55.6,3133
Rio Grande do Norte,2753,1517,1295,223,1,2012,1,T1/2012,14.7,47.0,55.1,1236
Paraíba,3087,1662,1459,202,1,2012,1,T1/2012,12.2,47.3,53.8,1425
Pernambuco,7383,4071,3422,649,1,2012,1,T1/2012,15.9,46.3,55.1,3312
Alagoas,2542,1246,1060,186,1,2012,1,T1/2012,14.9,41.7,49.0,1296
Sergipe,1771,1026,870,156,1,2012,1,T1/2012,15.2,49.1,57.9,745
Bahia,11564,7039,5859,1180,1,2012,1,T1/2012,16.8,50.7,60.9,4525
Minas Gerais,16872,10936,9710,1226,1,2012,1,T1/2012,11.2,57.6,64.8,5936
Espírito Santo,3124,2009,1732,277,1,2012,1,T1/2012,13.8,55.4,64.3,1115
Rio de Janeiro,14043,8518,7358,1160,1,2012,1,T1/2012,13.6,52.4,60.7,5525
São Paulo,36647,24661,21580,3081,1,2012,1,T1/2012,12.5,58.9,67.3,11986
Paraná,9047,5945,5460,485,1,2012,1,T1/2012,8.2,60.4,65.7,3102
Santa Catarina,5630,3706,3475,231,1,2012,1,T1/2012,6.2,61.7,65.8,1924
Rio Grande do Sul,9205,6114,5600,515,1,2012,1,T1/2012,8.4,60.8,66.4,3091
Mato Grosso do Sul,2064,1379,1266,113,1,2012,1,T1/2012,8.2,61.3,66.8,685
Mato Grosso,2580,1693,1530,163,1,2012,1,T1/2012,9.6,59.3,65.6,887
Goiás,5341,3562,3158,404,1,2012,1,T1/2012,11.3,59.1,66.7,1779
Distrito Federal,2314,1595,1372,224,1,2012,1,T1/2012,14.0,59.3,68.9,719
Rondônia,1313,807,741,66,1,2012,1,T1/2012,8.2,56.4,61.5,506
Acre,611,333,280,53,1,2012,1,T1/2012,15.9,45.8,54.5,278
Amazonas,2765,1792,1469,323,1,2012,1,T1/2012,18.0,53.1,64.8,973
Roraima,361,214,192,22,1,2012,1,T1/2012,10.3,53.2,59.3,147
Pará,6245,3712,3194,518,1,2012,1,T1/2012,14.0,51.1,59.4,2533
Amapá,588,361,293,68,1,2012,1,T1/2012,18.8,49.8,61.4,227
Tocantins,1153,690,603,87,1,2012,1,T1/2012,12.6,52.3,59.8,463
Maranhão,5108,2745,2329,416,1,2012,1,T1/2012,15.2,45.6,53.7,2363
Piauí,2527,1405,1224,180,1,2012,1,T1/2012,12.8,48.4,55.6,1122
Ceará,7093,3952,3380,571,1,2012,1,T1/2012,14.4,47.7,55.7,3141
Rio Grande do Norte,2750,1514,1265,249,1,2012,1,T1/2012,16.4,46.0,55.1,1236
Paraíba,3092,1655,1434,222,1,2012,1,T1/2012,13.4,46.4,53.5,1437
Pernambuco,7420,4039,3339,700,1,2012,1,T1/2012,17.3,45.0,54.4,3381
Alagoas,2555,1225,1008,217,1,2012,1,T1/2012,17.7,39.5,47.9,1330
Sergipe,1769,993,831,162,1,2012,1,T1/2012,16.3,47.0,56.1,776
Bahia,11651,7009,5703,1306,1,2012,1,T1/2012,18.6,48.9,60.2,4642
Minas Gerais,16895,10978,9467,1512,1,2012,1,T1/2012,13.8,56.0,65.0,5917
Espírito Santo,3139,1996,1703,293,1,2012,1,T1/2012,14.7,54.3,63.6,1143
Rio de Janeiro,14146,8591,7331,1260,1,2012,1,T1/2012,14.7,51.8,60.7,5555
São Paulo,36527,24981,21392,3589,1,2012,1,T1/2012,14.4,58.6,68.4,11546
Paraná,9084,5979,5358,621,1,2012,1,T1/2012,10.4,59.0,65.8,3105
Santa Catarina,5674,3812,3510,302,1,2012,1,T1/2012,7.9,61.9,67.2,1862
Rio Grande do Sul,9241,6150,5580,570,1,2012,1,T1/2012,9.3,60.4,66.6,3091
Mato Grosso do Sul,2059,1373,1237,136,1,2012,1,T1/2012,9.9,60.1,66.7,686
Mato Grosso,2599,1669,1492,177,1,2012,1,T1/2012,10.6,57.4,64.2,930
Goiás,5369,3567,3111,456,1,2012,1,T1/2012,12.8,57.9,66.4,1802
Distrito Federal,2343,1609,1379,230,1,2012,1,T1/2012,14.3,58.9,68.7,734
Rondônia,1324,837,760,77,1,2012,1,T1/2012,9.2,57.4,63.2,487
Acre,611,345,294,52,1,2012,1,T1/2012,15.1,48.1,56.5,266
Amazonas,2789,1794,1514,280,1,2012,1,T1/2012,15.6,54.3,64.3,995
Roraima,363,223,199,24,1,2012,1,T1/2012,10.8,54.8,61.4,140
Pará,6268,3764,3330,433,1,2012,1,T1/2012,11.5,53.1,60.1,2504
Amapá,589,361,297,63,1,2012,1,T1/2012,17.5,50.4,61.3,228
Tocantins,1160,681,602,79,1,2012,1,T1/2012,11.6,51.9,58.7,479
Maranhão,5125,2685,2289,396,1,2012,1,T1/2012,14.7,44.7,52.4,2440
Piauí,2538,1439,1242,197,1,2012,1,T1/2012,13.7,48.9,56.7,1099
Ceará,7123,3946,3420,526,1,2012,1,T1/2012,13.3,48.0,55.4,3177
Rio Grande do Norte,2747,1515,1275,240,1,2012,1,T1/2012,15.8,46.4,55.2,1232
Paraíba,3106,1686,1491,195,1,2012,1,T1/2012,11.6,48.0,54.3,1420
Pernambuco,7439,4079,3303,776,1,2012,1,T1/2012,19.0,44.4,54.8,3360
Alagoas,2561,1233,1011,222,1,2012,1,T1/2012,18.0,39.5,48.1,1328
Sergipe,1775,1020,876,145,1,2012,1,T1/2012,14.2,49.4,57.5,755
Bahia,11602,7024,5788,1236,1,2012,1,T1/2012,17.6,49.9,60.5,4578
Minas Gerais,16957,11075,9724,1351,1,2012,1,T1/2012,12.2,57.3,65.3,5882
Espírito Santo,3145,2072,1793,279,1,2012,1,T1/2012,13.5,57.0,65.9,1073
Rio de Janeiro,14236,8724,7343,1381,1,2012,1,T1/2012,15.8,51.6,61.3,5512
São Paulo,36711,25071,21660,3412,1,2012,1,T1/2012,13.6,59.0,68.3,11640
Paraná,9069,5983,5447,536,1,2012,1,T1/2012,9.0,60.1,66.0,3086
Santa Catarina,5670,3806,3520,287,1,2012,1,T1/2012,7.5,62.1,67.1,1864
Rio Grande do Sul,9232,6113,5589,524,1,2012,1,T1/2012,8.6,60.5,66.2,3119
Mato Grosso do Sul,2066,1383,1259,124,1,2012,1,T1/2012,9.0,60.9,66.9,683
Mato Grosso,2579,1675,1529,146,1,2012,1,T1/2012,8.7,59.3,64.9,904
Goiás,5405,3658,3254,403,1,2012,1,T1/2012,11.0,60.2,67.7,1747
Distrito Federal,2357,1598,1385,213,1,2012,1,T1/2012,13.3,58.8,67.8,759
Rondônia,1332,843,773,69,1,2012,1,T1/2012,8.2,58.0,63.3,489
Acre,612,348,300,48,1,2012,1,T1/2012,13.8,49.0,56.9,264
Amazonas,2813,1754,1470,285,1,2012,1,T1/2012,16.2,52.3,62.4,1059
Roraima,365,225,205,21,1,2012,1,T1/2012,9.3,56.2,61.6,140
Pará,6330,3857,3425,432,1,2012,1,T1/2012,11.2,54.1,60.9,2473
Amapá,596,365,303,62,1,2012,1,T1/2012,17.0,50.8,61.2,231
Tocantins,1171,671,591,80,1,2012,1,T1/2012,11.9,50.5,57.3,500
Maranhão,5157,2766,2364,402,1,2012,1,T1/2012,14.5,45.8,53.6,2391
Piauí,2536,1445,1268,177,1,2012,1,T1/2012,12.2,50.0,57.0,1091
Ceará,7129,3980,3504,476,1,2012,1,T1/2012,12.0,49.2,55.8,3149
Rio Grande do Norte,2745,1513,1303,210,1,2012,1,T1/2012,13.9,47.5,55.1,1232
Paraíba,3105,1709,1524,186,1,2012,1,T1/2012,10.9,49.1,55.0,1396
Pernambuco,7465,4113,3370,743,1,2012,1,T1/2012,18.1,45.1,55.1,3352
Alagoas,2569,1227,1031,197,1,2012,1,T1/2012,16.1,40.1,47.8,1342
Sergipe,1765,1012,872,140,1,2012,1,T1/2012,13.8,49.4,57.3,753
Bahia,11648,6923,5759,1164,1,2012,1,T1/2012,16.8,49.4,59.4,4725
Minas Gerais,16981,11129,9761,1369,1,2012,1,T1/2012,12.3,57.5,65.5,5852
Espírito Santo,3149,2101,1825,276,1,2012,1,T1/2012,13.1,58.0,66.7,1048
Rio de Janeiro,14211,8797,7510,1287,1,2012,1,T1/2012,14.6,52.8,61.9,5414
São Paulo,36796,25227,21866,3361,1,2012,1,T1/2012,13.3,59.4,68.6,11569
Paraná,9104,5966,5460,507,1,2012,1,T1/2012,8.5,60.0,65.5,3138
Santa Catarina,5698,3846,3585,261,1,2012,1,T1/2012,6.8,62.9,67.5,1852
Rio Grande do Sul,9230,6130,5628,501,1,2012,1,T1/2012,8.2,61.0,66.4,3100
Mato Grosso do Sul,2059,1368,1259,110,1,2012,1,T1/2012,8.0,61.1,66.4,691
Mato Grosso,2610,1729,1564,164,1,2012,1,T1/2012,9.5,59.9,66.2,881
Goiás,5455,3707,3362,346,1,2012,1,T1/2012,9.3,61.6,68.0,1748
Distrito Federal,2375,1581,1387,195,1,2012,1,T1/2012,12.3,58.4,66.6,794
Rondônia,1348,855,790,65,1,2012,1,T1/2012,7.6,58.6,63.4,493
Acre,612,354,310,44,1,2012,1,T1/2012,12.4,50.7,57.8,258
Amazonas,2848,1751,1514,238,1,2012,1,T1/2012,13.6,53.2,61.5,1097
Roraima,366,234,212,23,1,2012,1,T1/2012,9.8,57.9,63.9,132
Pará,6353,3892,3474,418,1,2012,1,T1/2012,10.7,54.7,61.3,2461
Amapá,595,367,297,70,1,2012,1,T1/2012,19.1,49.9,61.7,228
Tocantins,1177,698,624,74,1,2012,1,T1/2012,10.6,53.0,59.3,479
Maranhão,5178,2699,2337,362,1,2012,1,T1/2012,13.4,45.1,52.1,2479
Piauí,2533,1435,1242,193,1,2012,1,T1/2012,13.4,49.0,56.7,1098
Ceará,7143,4106,3646,460,1,2012,1,T1/2012,11.2,51.0,57.5,3037
Rio Grande do Norte,2765,1507,1320,187,1,2012,1,T1/2012,12.4,47.7,54.5,1258
Paraíba,3119,1711,1536,175,1,2012,1,T1/2012,10.2,49.2,54.9,1408
Pernambuco,7492,4167,3458,708,1,2012,1,T1/2012,17.0,46.2,55.6,3325
Alagoas,2571,1169,984,184,1,2012,1,T1/2012,15.7,38.3,45.5,1402
Sergipe,1768,1044,903,142,1,2012,1,T1/2012,13.6,51.1,59.0,724
Bahia,11609,6982,5927,1056,1,2012,1,T1/2012,15.1,51.1,60.1,4627
Minas Gerais,17084,11179,9986,1194,1,2012,1,T1/2012,10.7,58.5,65.4,5905
Espírito Santo,3137,2067,1825,243,1,2012,1,T1/2012,11.8,58.2,65.9,1070
Rio de Janeiro,14240,8863,7511,1352,1,2012,1,T1/2012,15.3,52.7,62.2,5377
São Paulo,36850,25198,21960,3237,1,2012,1,T1/2012,12.8,59.6,68.4,11652
Paraná,9125,6010,5514,496,1,2012,1,T1/2012,8.3,60.4,65.9,3115
Santa Catarina,5721,3890,3640,250,1,2012,1,T1/2012,6.4,63.6,68.0,1831
Rio Grande do Sul,9258,6138,5642,496,1,2012,1,T1/2012,8.1,60.9,66.3,3120
Mato Grosso do Sul,2075,1389,1286,103,1,2012,1,T1/2012,7.4,62.0,66.9,686
Mato Grosso,2620,1718,1592,126,1,2012,1,T1/2012,7.3,60.8,65.6,902
Goiás,5480,3668,3322,346,1,2012,1,T1/2012,9.4,60.6,66.9,1812
Distrito Federal,2391,1589,1377,212,1,2012,1,T1/2012,13.3,57.6,66.5,802
Rondônia,1351,856,765,90,1,2012,1,T1/2012,10.5,56.6,63.4,495
Acre,620,359,307,53,1,2012,1,T1/2012,14.8,49.5,57.9,261
Amazonas,2893,1794,1543,251,1,2012,1,T1/2012,14.0,53.3,62.0,1099
Roraima,378,238,213,25,1,2012,1,T1/2012,10.5,56.3,63.0,140
Pará,6372,3789,3324,465,1,2012,1,T1/2012,12.3,52.2,59.5,2583
Amapá,597,370,290,80,1,2012,1,T1/2012,21.6,48.6,62.0,227
Tocantins,1185,704,626,78,1,2012,1,T1/2012,11.1,52.8,59.4,481
Maranhão,5206,2681,2258,423,1,2012,1,T1/2012,15.8,43.4,51.5,2525
Piauí,2548,1401,1214,187,1,2012,1,T1/2012,13.3,47.6,55.0,1147
Ceará,7157,4095,3566,530,1,2012,1,T1/2012,12.9,49.8,57.2,3062
Rio Grande do Norte,2772,1518,1289,229,1,2012,1,T1/2012,15.1,46.5,54.8,1254
Paraíba,3118,1707,1504,203,1,2012,1,T1/2012,11.9,48.2,54.7,1411
Pernambuco,7479,4227,3468,759,1,2012,1,T1/2012,18.0,46.4,56.5,3252
Alagoas,2580,1145,939,206,1,2012,1,T1/2012,18.0,36.4,44.4,1435
Sergipe,1765,1035,857,178,1,2012,1,T1/2012,17.2,48.6,58.6,730
Bahia,11668,6951,5693,1258,1,2012,1,T1/2012,18.1,48.8,59.6,4717
Minas Gerais,17099,11200,9780,1419,1,2012,1,T1/2012,12.7,57.2,65.5,5899
Espírito Santo,3152,2074,1811,264,1,2012,1,T1/2012,12.7,57.5,65.8,1078
Rio de Janeiro,14294,8822,7487,1335,1,2012,1,T1/2012,15.1,52.4,61.7,5472
São Paulo,36834,25418,21826,3592,1,2012,1,T1/2012,14.1,59.3,69.0,11416
Paraná,9135,6014,5433,581,1,2012,1,T1/2012,9.7,59.5,65.8,3121
Santa Catarina,5760,3871,3617,254,1,2012,1,T1/2012,6.6,62.8,67.2,1889
Rio Grande do Sul,9281,6056,5536,520,1,2012,1,T1/2012,8.6,59.6,65.3,3225
Mato Grosso do Sul,2093,1407,1287,120,1,2012,1,T1/2012,8.5,61.5,67.2,686
Mato Grosso,2644,1731,1568,164,1,2012,1,T1/2012,9.5,59.3,65.5,913
Goiás,5508,3673,3292,381,1,2012,1,T1/2012,10.4,59.8,66.7,1835
Distrito Federal,2418,1615,1388,227,1,2012,1,T1/2012,14.1,57.4,66.8,803
Rondônia,1357,838,768,69,1,2012,1,T1/2012,8.2,56.6,61.8,519
Acre,621,351,303,48,1,2012,1,T1/2012,13.7,48.8,56.5,270
Amazonas,2913,1772,1518,254,1,2012,1,T1/2012,14.3,52.1,60.8,1141
Roraima,383,240,212,28,1,2012,1,T1/2012,11.7,55.4,62.7,143
Pará,6397,3837,3403,434,1,2012,1,T1/2012,11.3,53.2,60.0,2560
Amapá,602,368,289,80,1,2012,1,T1/2012,21.7,48.0,61.1,234
Tocantins,1195,715,633,81,1,2012,1,T1/2012,11.3,53.0,59.8,480
Maranhão,5231,2598,2222,376,1,2012,1,T1/2012,14.5,42.5,49.7,2633
Piauí,2549,1430,1236,194,1,2012,1,T1/2012,13.6,48.5,56.1,1119
Ceará,7210,4055,3576,479,1,2012,1,T1/2012,11.8,49.6,56.2,3155
Rio Grande do Norte,2776,1521,1319,202,1,2012,1,T1/2012,13.3,47.5,54.8,1255
Paraíba,3139,1698,1510,188,1,2012,1,T1/2012,11.1,48.1,54.1,1441
